Brand,Model,Engine_Type,Transmission,Driven_Kms,Price_In_Lakhs,Location,State,is_BH_series,Car_Age,is_top_trim
Maruti,Baleno,Petrol,Auto,95882,7.95,Chennai,Tamil Nadu,0,3,1
Ford,Figo,Petrol,Manual,59690,1.34,Chennai,Tamil Nadu,0,14,0
Hyundai,VENUE,Diesel,Manual,61728,7.83,Chennai,Tamil Nadu,0,6,0
Volkswagen,Polo,Petrol,Auto,81764,6.46,Chennai,Tamil Nadu,0,7,1
Maruti,Ertiga,Petrol,Manual,57849,6.6,Chennai,Tamil Nadu,0,7,0
Toyota,Etios,Diesel,Manual,201834,3.32,Chennai,Andhra Pradesh,0,10,0
Hyundai,i20 Active,Petrol,Manual,45626,5.5,Chennai,Tamil Nadu,0,8,0
Ford,Ecosport,Diesel,Manual,88911,5.91,Chennai,Tamil Nadu,0,8,1
Honda,City,Petrol,Auto,134707,4.88,Chennai,Tamil Nadu,0,11,1
Honda,Jazz,Petrol,Auto,100252,6.3,Chennai,Tamil Nadu,0,4,1
Maruti,Baleno,Petrol,Manual,47662,4.0,Chennai,Tamil Nadu,0,8,0
Tata,TIGOR,Petrol,Auto,78418,4.06,Chennai,Tamil Nadu,0,7,0
Other,Other,Petrol,Manual,28962,3.55,Chennai,Tamil Nadu,0,6,0
Hyundai,Elite i20,Diesel,Manual,80165,6.16,Chennai,Tamil Nadu,0,6,1
Other,Other,Petrol,Manual,149851,1.48,Chennai,Tamil Nadu,0,10,0
Other,Redi Go,Petrol,Manual,83349,1.72,Chennai,Tamil Nadu,0,7,0
Other,Redi Go,Petrol,Manual,103988,1.6,Chennai,Tamil Nadu,0,8,0
Renault,Kwid,Petrol,Auto,60847,2.6,Chennai,Tamil Nadu,0,8,1
Mahindra,TUV300,Diesel,Manual,92396,4.24,Chennai,Tamil Nadu,0,9,0
Hyundai,Elite i20,Petrol,Manual,51712,4.67,Chennai,Tamil Nadu,0,6,1
Renault,TRIBER,Petrol,Manual,30870,4.9,Chennai,Tamil Nadu,0,6,0
Renault,Kiger,Petrol,Manual,16422,4.78,Chennai,Tamil Nadu,0,4,0
Volkswagen,Polo,Petrol,Manual,58893,4.2,Chennai,Tamil Nadu,0,8,1
Maruti,Alto 800,Petrol,Manual,37894,1.95,Chennai,Tamil Nadu,0,11,0
Hyundai,Grand i10,Petrol,Manual,37985,3.77,Chennai,Tamil Nadu,0,7,1
Volkswagen,Other,Petrol,Auto,26891,9.54,Chennai,Tamil Nadu,0,3,1
Renault,Kwid,Petrol,Manual,40154,2.52,Chennai,Tamil Nadu,0,6,0
Hyundai,Creta,Diesel,Manual,47887,9.84,Chennai,Tamil Nadu,0,2,0
Hyundai,Elite i20,Petrol,Manual,46843,4.32,Chennai,Tamil Nadu,0,7,0
Honda,Amaze,Petrol,Manual,82922,3.02,Chennai,Tamil Nadu,0,10,0
Honda,Amaze,Petrol,Manual,67991,3.08,Chennai,Tamil Nadu,0,10,0
Tata,ALTROZ,Petrol,Manual,6070,7.67,Chennai,Tamil Nadu,0,1,0
KIA,SONET,Petrol,Manual,56980,6.48,Chennai,Tamil Nadu,0,4,0
Maruti,Alto K10,Petrol,Manual,72717,2.2,Chennai,Tamil Nadu,0,10,0
Maruti,Celerio,Petrol,Auto,63318,2.67,Chennai,Tamil Nadu,0,10,1
Hyundai,Creta,Petrol,Auto,56359,6.88,Chennai,Tamil Nadu,0,6,1
Tata,Tiago,Petrol,Auto,39282,3.8,Chennai,Tamil Nadu,0,7,0
Maruti,Dzire,Petrol,Auto,49985,5.32,Chennai,Tamil Nadu,0,3,1
Hyundai,VENUE,Petrol,Manual,41973,6.54,Chennai,Tamil Nadu,0,3,0
Maruti,Alto 800,Petrol,Manual,54674,2.02,Chennai,Tamil Nadu,0,12,0
Tata,NEXON,Petrol,Manual,36363,6.15,Chennai,Tamil Nadu,0,3,0
Hyundai,NEW I20,Petrol,Auto,34660,6.3,Chennai,Tamil Nadu,0,4,1
Hyundai,GRAND I10 NIOS,Petrol,Manual,61528,4.86,Chennai,Tamil Nadu,0,5,1
Hyundai,AURA,Petrol,Auto,27743,5.2,Chennai,Tamil Nadu,0,5,1
Hyundai,GRAND I10 NIOS,Petrol,Manual,38322,4.83,Chennai,Tamil Nadu,0,4,0
Maruti,Swift,Petrol,Manual,43895,4.33,Chennai,Tamil Nadu,0,7,0
Maruti,Swift,Petrol,Auto,28063,7.12,Chennai,Tamil Nadu,0,2,1
Hyundai,i10,Petrol,Manual,63307,2.62,Chennai,Tamil Nadu,0,9,0
Maruti,Alto 800,Petrol,Manual,35645,2.19,Chennai,Tamil Nadu,0,9,0
Hyundai,VENUE,Petrol,Manual,58185,6.79,Chennai,Tamil Nadu,0,4,0
Honda,Amaze,Diesel,Auto,56573,5.6,Chennai,Tamil Nadu,0,7,1
Hyundai,Elite i20,Petrol,Auto,33108,5.78,Chennai,Tamil Nadu,0,6,1
Nissan,MAGNITE,Petrol,Auto,50330,5.82,Chennai,Tamil Nadu,0,4,1
Maruti,S Cross,Petrol,Manual,38329,6.99,Chennai,Tamil Nadu,0,4,0
Volkswagen,Polo,Diesel,Manual,86141,2.7,Chennai,Tamil Nadu,0,13,0
Honda,Amaze,Petrol,Manual,41788,5.31,Chennai,Tamil Nadu,0,6,0
Honda,Amaze,Petrol,Manual,24466,6.59,Chennai,Tamil Nadu,0,3,0
Maruti,S PRESSO,Petrol,Auto,39389,3.97,Chennai,Tamil Nadu,0,4,1
Honda,Amaze,Diesel,Manual,70075,5.29,Chennai,Tamil Nadu,0,6,0
Skoda,Rapid,Petrol,Manual,49111,6.9,Chennai,Tamil Nadu,0,4,0
Hyundai,NEW SANTRO,Petrol,Auto,75804,3.67,Chennai,Tamil Nadu,0,4,1
Volkswagen,Ameo,Petrol,Manual,61244,4.92,Chennai,Tamil Nadu,0,7,1
Toyota,Glanza,Petrol,Manual,64711,5.97,Chennai,Tamil Nadu,0,5,0
Honda,Jazz,Petrol,Auto,63064,5.35,Chennai,Tamil Nadu,0,6,1
MG,HECTOR,Diesel,Manual,74639,9.99,Chennai,Tamil Nadu,0,6,0
Renault,Kwid,Petrol,Manual,27731,3.76,Chennai,Tamil Nadu,0,3,0
KIA,SELTOS,Petrol,Auto,24763,12.5,Chennai,Tamil Nadu,0,3,1
Hyundai,Creta,Petrol,Manual,33998,7.61,Chennai,Tamil Nadu,0,7,0
Toyota,Glanza,Petrol,Manual,40895,6.14,Chennai,Tamil Nadu,0,4,0
Tata,Tiago,Petrol,Manual,1648,5.62,Chennai,Tamil Nadu,0,1,0
Mahindra,Thar,Petrol,Manual,27661,9.73,Gurgaon,Haryana,0,3,0
Tata,Tiago,Petrol,Manual,71696,2.69,Gurgaon,Delhi,0,7,0
Hyundai,NEW I20,Petrol,Auto,28248,6.0,Gurgaon,Uttar Pradesh,0,2,1
MG,HECTOR,Petrol,Auto,32506,7.14,Gurgaon,Uttar Pradesh,0,6,1
Hyundai,Verna,Petrol,Manual,67466,5.45,Gurgaon,Delhi,0,7,0
Tata,Safari,Diesel,Manual,66625,9.93,Gurgaon,Uttar Pradesh,0,3,0
Other,Other,Petrol,Manual,36605,1.06,Gurgaon,Delhi,0,11,0
Tata,Tiago,Petrol,Manual,51821,2.98,Gurgaon,Delhi,0,8,0
Nissan,MAGNITE,Petrol,Auto,33922,5.05,Gurgaon,Uttar Pradesh,0,3,1
MG,ASTOR,Petrol,Manual,17169,7.92,Gurgaon,Uttar Pradesh,0,3,0
Renault,Kwid,Petrol,Manual,45635,1.88,Gurgaon,Uttar Pradesh,0,7,0
Maruti,Swift,Petrol,Manual,48436,2.63,Gurgaon,Delhi,0,9,0
Hyundai,Other,Diesel,Auto,69920,12.35,Gurgaon,Haryana,0,3,1
KIA,SELTOS,Diesel,Manual,88190,6.92,Gurgaon,Uttar Pradesh,0,4,0
MG,HECTOR,Diesel,Manual,72238,8.32,Gurgaon,Uttar Pradesh,0,5,0
Honda,City,Petrol,Manual,41426,5.66,Gurgaon,Delhi,0,7,0
Honda,City,Petrol,Manual,85562,4.18,Gurgaon,Uttar Pradesh,0,10,0
KIA,SELTOS,Diesel,Auto,76981,7.4,Gurgaon,Uttar Pradesh,0,6,1
Ford,Ecosport,Diesel,Manual,26424,5.08,Gurgaon,Uttar Pradesh,0,7,1
Tata,ALTROZ,Diesel,Manual,73822,6.8,Gurgaon,Uttar Pradesh,0,4,0
Hyundai,i10,Petrol,Manual,100643,0.95,Gurgaon,Delhi,0,13,0
Tata,Safari,Diesel,Auto,71206,11.54,Gurgaon,Uttar Pradesh,0,4,1
Ford,Ecosport,Petrol,Manual,31167,4.84,Gurgaon,Uttar Pradesh,0,7,1
Maruti,Ciaz,Petrol,Manual,91723,2.52,Gurgaon,Delhi,0,11,0
Nissan,MAGNITE,Petrol,Manual,46854,4.04,Gurgaon,Uttar Pradesh,0,3,0
Hyundai,Grand i10,Petrol,Manual,26601,3.0,Gurgaon,Delhi,0,9,0
KIA,CARENS,Diesel,Auto,47522,12.06,Gurgaon,Uttar Pradesh,0,2,1
Hyundai,Elite i20,Petrol,Manual,69056,4.05,Gurgaon,Uttar Pradesh,0,7,1
Ford,Figo Aspire,Petrol,Manual,64732,4.44,Gurgaon,Uttar Pradesh,0,4,1
Toyota,Corolla Altis,Petrol,Auto,94455,4.77,Gurgaon,Delhi,0,11,1
Ford,Ecosport,Diesel,Manual,77151,3.42,Gurgaon,Uttar Pradesh,0,7,0
MG,HECTOR PLUS,Diesel,Manual,73319,8.3,Gurgaon,Uttar Pradesh,0,4,0
Maruti,Swift Dzire,Petrol,Manual,73257,1.99,Gurgaon,Delhi,0,11,0
Maruti,Dzire,Petrol,Manual,91119,3.83,Gurgaon,Delhi,0,7,1
Hyundai,NEW I20,Petrol,Auto,23673,5.86,Gurgaon,Uttar Pradesh,0,4,1
Hyundai,VENUE,Petrol,Manual,9795,6.62,Gurgaon,Uttar Pradesh,0,4,0
Mahindra,XUV300,Diesel,Auto,81169,6.32,Gurgaon,Uttar Pradesh,0,6,1
KIA,SELTOS,Petrol,Manual,69741,6.24,Gurgaon,Uttar Pradesh,0,5,0
Honda,City,Petrol,Manual,23225,8.52,Gurgaon,Delhi,0,2,0
Maruti,Ertiga,Petrol,Manual,64279,6.48,Gurgaon,Uttar Pradesh,0,5,0
Hyundai,Creta,Petrol,Auto,22040,12.38,Gurgaon,Delhi,0,2,0
Renault,Kwid,Petrol,Manual,47496,1.86,Gurgaon,Uttar Pradesh,0,7,0
Hyundai,VENUE,Petrol,Manual,22786,5.86,Gurgaon,Delhi,0,4,0
Hyundai,Elite i20,Petrol,Manual,79297,3.3,Gurgaon,Uttar Pradesh,0,8,1
KIA,SONET,Petrol,Manual,53294,5.99,Gurgaon,Delhi,0,3,1
Tata,ALTROZ,Petrol,Manual,5851,8.15,Gurgaon,Delhi,0,1,0
Hyundai,Creta,Petrol,Auto,80142,7.99,Gurgaon,Uttar Pradesh,0,5,1
Honda,City,Petrol,Manual,72652,4.23,Gurgaon,Delhi,0,8,0
Honda,Jazz,Petrol,Auto,51094,4.7,Gurgaon,Delhi,0,6,1
Honda,City,Diesel,Manual,98663,6.59,Gurgaon,Uttar Pradesh,0,5,0
KIA,SELTOS,Petrol,Manual,93352,7.68,Gurgaon,Uttar Pradesh,0,4,0
KIA,SELTOS,Petrol,Manual,19873,8.21,Gurgaon,Delhi,0,3,1
Hyundai,Grand i10,Petrol,Manual,61254,3.56,Gurgaon,Uttar Pradesh,0,7,1
MG,HECTOR,Diesel,Manual,92952,7.28,Gurgaon,Uttar Pradesh,0,6,0
Maruti,Vitara Brezza,Petrol,Manual,82149,5.67,Gurgaon,Uttar Pradesh,0,4,1
Tata,ALTROZ,CNG,Manual,28096,6.54,Gurgaon,Delhi,0,0,1
Maruti,Swift,Petrol,Manual,30191,4.47,Gurgaon,Uttar Pradesh,0,3,0
Honda,Amaze,Petrol,Manual,91353,1.55,Gurgaon,Delhi,0,11,0
Maruti,Ritz,Petrol,Manual,39724,1.59,Gurgaon,Uttar Pradesh,0,11,0
Maruti,Other,CNG,Manual,35288,8.66,Gurgaon,Uttar Pradesh,0,2,0
MG,HECTOR,Petrol,Auto,72867,9.56,Gurgaon,Uttar Pradesh,0,5,1
Maruti,Baleno,Petrol,Manual,65227,3.47,Gurgaon,Delhi,0,9,1
Hyundai,NEW SANTRO,Petrol,Auto,45325,2.98,Gurgaon,Uttar Pradesh,0,7,1
Renault,Duster,Petrol,Auto,47541,6.5,Gurgaon,Delhi,0,4,1
Maruti,Swift,Petrol,Manual,61207,1.98,Gurgaon,Uttar Pradesh,0,11,0
Maruti,Other,Petrol,Manual,72906,2.57,Gurgaon,Uttar Pradesh,0,7,0
Hyundai,Elite i20,Petrol,Manual,99016,4.04,Gurgaon,Delhi,0,5,1
Renault,Kiger,Petrol,Auto,8350,5.67,Gurgaon,Uttar Pradesh,0,1,1
Honda,City,Petrol,Manual,55331,2.94,Gurgaon,Delhi,0,10,0
Honda,City,Petrol,Auto,50318,4.22,Gurgaon,Delhi,0,9,1
Maruti,Swift,Petrol,Manual,105004,2.12,Gurgaon,Delhi,0,10,0
Hyundai,Other,Petrol,Auto,27493,7.94,Gurgaon,Uttar Pradesh,0,1,1
Maruti,Swift Dzire,Petrol,Manual,81693,2.34,Gurgaon,Delhi,0,10,0
Honda,City,Petrol,Manual,72093,4.55,Gurgaon,Uttar Pradesh,0,7,0
Tata,Harrier,Diesel,Auto,75732,10.53,Gurgaon,Uttar Pradesh,0,3,1
Hyundai,VENUE,Petrol,Manual,44233,6.12,Gurgaon,Uttar Pradesh,0,4,0
Maruti,Vitara Brezza,Petrol,Manual,72614,6.27,Gurgaon,Uttar Pradesh,0,4,1
Tata,NEXON,Diesel,Manual,102332,6.05,Gurgaon,Uttar Pradesh,0,4,1
Nissan,Other,Petrol,Manual,39225,1.31,Gurgaon,Uttar Pradesh,0,11,0
Hyundai,Creta,Petrol,Manual,30512,5.24,Gurgaon,Delhi,0,9,1
Hyundai,Grand i10,CNG,Manual,56396,3.64,Gurgaon,Delhi,0,7,1
Maruti,Other,Petrol,Auto,68705,10.73,Gurgaon,Uttar Pradesh,0,2,1
Hyundai,Elite i20,Petrol,Manual,79552,3.81,Gurgaon,Uttar Pradesh,0,10,1
Hyundai,i10,Petrol,Manual,65215,1.56,Gurgaon,Delhi,0,11,0
Maruti,Baleno,Petrol,Manual,61831,3.46,Gurgaon,Delhi,0,7,0
Jeep,Compass,Petrol,Manual,61418,7.4,Gurgaon,Uttar Pradesh,0,6,1
KIA,SELTOS,Petrol,Manual,29951,8.41,Gurgaon,Delhi,0,4,1
Honda,City,Petrol,Manual,61854,3.67,Gurgaon,Delhi,0,10,0
KIA,SELTOS,Petrol,Manual,60998,8.1,Gurgaon,Uttar Pradesh,0,4,1
Maruti,Ertiga,Petrol,Manual,54774,3.97,Gurgaon,Delhi,0,10,0
Maruti,Ciaz,Petrol,Manual,92340,3.1,Gurgaon,Delhi,0,10,1
Tata,TIGOR,CNG,Manual,48712,5.0,Gurgaon,Uttar Pradesh,0,3,1
Maruti,Swift,Petrol,Manual,57222,2.63,Gurgaon,Delhi,0,9,0
Mahindra,Other,Petrol,Manual,64134,2.85,Gurgaon,Delhi,0,7,0
Honda,WR-V,Petrol,Manual,50054,4.25,Gurgaon,Uttar Pradesh,0,7,0
Hyundai,i10,Petrol,Manual,49678,1.77,Gurgaon,Uttar Pradesh,0,11,0
Hyundai,VENUE,Petrol,Manual,66219,6.03,Gurgaon,Uttar Pradesh,0,5,0
Skoda,SLAVIA,Petrol,Manual,41251,9.34,Gurgaon,Uttar Pradesh,0,3,1
Honda,Amaze,Petrol,Auto,36870,6.47,Gurgaon,Delhi,0,2,1
Honda,Amaze,Petrol,Manual,87979,4.33,Gurgaon,Delhi,0,6,0
Tata,TIGOR,Petrol,Manual,54681,3.06,Gurgaon,Uttar Pradesh,0,8,0
Maruti,Baleno,Petrol,Manual,71982,4.64,Gurgaon,Uttar Pradesh,0,4,0
Maruti,Baleno,Petrol,Manual,47630,3.75,Gurgaon,Delhi,0,6,0
Toyota,Corolla Altis,Petrol,Auto,47774,4.61,Gurgaon,Delhi,0,11,1
Maruti,Swift,Petrol,Manual,28712,2.63,Gurgaon,Delhi,0,10,0
Tata,PUNCH,Petrol,Auto,2644,6.39,Gurgaon,Delhi,0,0,1
Maruti,Dzire,CNG,Manual,109606,3.71,Gurgaon,Delhi,0,7,0
Maruti,Ertiga,Petrol,Auto,33086,8.15,Gurgaon,Delhi,0,3,1
Honda,City,Petrol,Auto,80285,2.46,Gurgaon,Uttar Pradesh,0,11,1
Renault,Kwid,Petrol,Manual,86916,1.65,Gurgaon,Delhi,0,8,0
Maruti,Alto 800,Petrol,Manual,39876,2.48,Gurgaon,Delhi,0,6,0
Maruti,Swift Dzire,Petrol,Manual,49199,2.4,Gurgaon,Uttar Pradesh,0,11,0
Honda,City,Petrol,Manual,53327,2.65,Gurgaon,Uttar Pradesh,0,11,0
Hyundai,Elite i20,Petrol,Manual,99606,2.93,Gurgaon,Uttar Pradesh,0,11,1
Mahindra,Other,Diesel,Manual,71260,4.77,Gurgaon,Uttar Pradesh,0,6,0
Hyundai,Elite i20,Petrol,Manual,56106,3.96,Gurgaon,Uttar Pradesh,0,8,1
Hyundai,Verna,Petrol,Manual,21950,6.52,Gurgaon,Delhi,0,6,0
Hyundai,i10,Petrol,Manual,58512,1.91,Gurgaon,Delhi,0,9,0
Toyota,Corolla Altis,Petrol,Manual,102249,4.14,Gurgaon,Delhi,0,10,0
Tata,NEXON,Diesel,Manual,20886,9.63,Gurgaon,Uttar Pradesh,0,1,1
Tata,Tiago,CNG,Manual,62730,4.46,Gurgaon,Delhi,0,3,1
Renault,Kwid,Petrol,Manual,51538,2.13,Gurgaon,Uttar Pradesh,0,8,0
Maruti,Wagon R 1.0,CNG,Manual,71477,2.9,Gurgaon,Delhi,0,8,0
Jeep,Compass,Diesel,Manual,67992,7.29,Gurgaon,Uttar Pradesh,0,6,1
Hyundai,Grand i10,Petrol,Manual,85558,2.71,Gurgaon,Delhi,0,9,1
Renault,Kwid,Petrol,Manual,16584,2.44,Gurgaon,Uttar Pradesh,0,6,0
Mahindra,Thar,Petrol,Manual,43511,10.06,Gurgaon,Uttar Pradesh,0,3,0
Tata,ALTROZ,Petrol,Manual,1971,8.21,Gurgaon,Delhi,0,1,0
Renault,Kwid,Petrol,Manual,80098,1.65,Gurgaon,Delhi,0,9,0
Honda,Brio,Petrol,Manual,3714,2.2,Gurgaon,Uttar Pradesh,0,11,0
Honda,Jazz,Petrol,Manual,141338,1.95,Gurgaon,Delhi,0,9,0
Honda,BR-V,Petrol,Manual,53741,4.25,Gurgaon,Uttar Pradesh,0,9,0
Volkswagen,Vento,Petrol,Manual,90615,2.99,Gurgaon,Uttar Pradesh,0,10,1
Tata,ALTROZ,CNG,Manual,13325,6.23,Gurgaon,Delhi,0,2,1
Maruti,Swift,Petrol,Manual,56096,2.33,Gurgaon,Delhi,0,11,0
Maruti,Ciaz,Petrol,Manual,27304,3.56,Gurgaon,Uttar Pradesh,0,9,0
Maruti,Baleno,Petrol,Manual,49538,3.3,Gurgaon,Delhi,0,9,0
Mahindra,Scorpio,Diesel,Manual,140132,10.09,Gurgaon,Uttar Pradesh,0,5,0
Honda,City,Petrol,Manual,70930,3.24,Gurgaon,Uttar Pradesh,0,11,0
Honda,WR-V,Petrol,Manual,79863,5.46,Gurgaon,Uttar Pradesh,0,4,0
Hyundai,AURA,Petrol,Auto,22764,6.05,Gurgaon,Uttar Pradesh,0,2,1
Tata,PUNCH,Petrol,Auto,8028,6.05,Gurgaon,Delhi,0,1,1
Tata,Tiago,Petrol,Manual,92449,3.25,Gurgaon,Uttar Pradesh,0,5,1
Toyota,Glanza,Petrol,Auto,82020,4.73,Gurgaon,Delhi,0,6,1
Maruti,Ciaz,Petrol,Auto,73289,4.17,Gurgaon,Delhi,0,8,1
Ford,Figo,CNG,Manual,51197,2.21,Gurgaon,Delhi,0,10,1
Nissan,Micra,Petrol,Auto,53807,2.99,Gurgaon,Delhi,0,9,1
Honda,Amaze,Petrol,Manual,113737,2.06,Gurgaon,Delhi,0,10,0
Honda,City,Petrol,Manual,105691,3.75,Gurgaon,Delhi,0,9,0
Maruti,Baleno,Petrol,Manual,25691,4.32,Gurgaon,Uttar Pradesh,0,5,0
Honda,City,Petrol,Auto,49079,3.83,Gurgaon,Delhi,0,10,1
Maruti,XL6,Petrol,Auto,19583,11.45,Gurgaon,Uttar Pradesh,0,0,1
Honda,City,Petrol,Manual,86097,5.54,Gurgaon,Uttar Pradesh,0,6,0
KIA,SONET,Petrol,Auto,57675,6.12,Gurgaon,Uttar Pradesh,0,5,1
Jeep,Compass,Petrol,Auto,73632,6.69,Gurgaon,Uttar Pradesh,0,8,1
Maruti,Baleno,Petrol,Manual,91712,3.93,Gurgaon,Uttar Pradesh,0,6,0
Honda,City,Petrol,Auto,78563,4.9,Gurgaon,Uttar Pradesh,0,7,1
Maruti,Swift Dzire,CNG,Manual,72784,2.7,Gurgaon,Delhi,0,10,0
Maruti,Swift Dzire,CNG,Manual,104627,2.54,Gurgaon,Uttar Pradesh,0,10,0
Renault,Kiger,Petrol,Auto,49934,3.99,Gurgaon,Haryana,0,4,1
Maruti,Swift Dzire,Petrol,Manual,50123,2.77,Gurgaon,Delhi,0,10,0
Renault,Kwid,Petrol,Manual,65900,1.74,Gurgaon,Uttar Pradesh,0,9,0
Honda,Amaze,CNG,Manual,72773,3.02,Gurgaon,Delhi,0,8,0
Tata,Tiago,Petrol,Manual,70377,3.83,Gurgaon,Uttar Pradesh,0,4,1
KIA,SONET,Petrol,Manual,80585,5.69,Gurgaon,Uttar Pradesh,0,4,1
Volkswagen,Polo,Petrol,Manual,44975,2.38,Gurgaon,Delhi,0,10,0
Hyundai,GRAND I10 NIOS,Petrol,Auto,43991,4.58,Gurgaon,Uttar Pradesh,0,5,1
Maruti,Celerio,CNG,Manual,29929,3.66,Gurgaon,Uttar Pradesh,0,6,0
Tata,NEXON,CNG,Auto,41875,7.29,Gurgaon,Uttar Pradesh,0,3,1
Honda,Jazz,Petrol,Manual,51321,2.45,Gurgaon,Delhi,0,9,0
Maruti,Ciaz,Petrol,Manual,80768,3.25,Gurgaon,Uttar Pradesh,0,10,0
Honda,City,CNG,Manual,102780,2.63,Gurgaon,Delhi,0,11,0
Honda,Jazz,Petrol,Manual,67400,2.62,Gurgaon,Haryana,0,9,0
Hyundai,Creta,Petrol,Manual,18949,10.32,Gurgaon,Uttar Pradesh,0,2,0
Nissan,Other,Petrol,Manual,70263,1.53,Gurgaon,Delhi,0,11,0
Hyundai,Grand i10,Petrol,Manual,75236,1.33,Gurgaon,Uttar Pradesh,0,12,0
Maruti,Swift Dzire,CNG,Manual,76983,2.97,Gurgaon,Delhi,0,9,0
Honda,City,Petrol,Manual,39899,5.45,Gurgaon,Uttar Pradesh,0,6,0
Hyundai,Creta,Petrol,Manual,25865,8.05,Gurgaon,Delhi,0,2,0
Honda,Amaze,Petrol,Manual,61240,2.99,Gurgaon,Uttar Pradesh,0,9,0
Maruti,Swift,Petrol,Manual,39861,2.4,Gurgaon,Delhi,0,10,0
Honda,Brio,Petrol,Manual,93935,2.15,Gurgaon,Uttar Pradesh,0,10,0
Maruti,Alto K10,Petrol,Manual,12065,3.41,Gurgaon,Uttar Pradesh,0,2,0
MG,HECTOR,Diesel,Manual,38887,10.44,Gurgaon,Uttar Pradesh,0,3,0
Renault,Kiger,Petrol,Auto,94333,5.54,Gurgaon,Uttar Pradesh,0,2,1
Maruti,Other,Petrol,Manual,94203,2.83,Gurgaon,Uttar Pradesh,0,7,0
Honda,City,Petrol,Manual,100705,3.38,Gurgaon,Uttar Pradesh,0,10,0
Renault,TRIBER,Petrol,Manual,11938,5.8,Gurgaon,Uttar Pradesh,0,1,0
KIA,SELTOS,Petrol,Manual,34864,8.28,Gurgaon,Delhi,0,4,1
Renault,Kwid,Petrol,Auto,24119,2.9,Gurgaon,Uttar Pradesh,0,7,1
Maruti,Swift,Petrol,Manual,45991,2.9,Gurgaon,Uttar Pradesh,0,9,0
MG,HECTOR,Diesel,Manual,80076,8.52,Gurgaon,Uttar Pradesh,0,4,0
Hyundai,Creta,Petrol,Manual,101755,6.5,Gurgaon,Uttar Pradesh,0,6,0
Maruti,IGNIS,Petrol,Manual,21082,3.49,Gurgaon,Uttar Pradesh,0,4,0
Volkswagen,Polo,Petrol,Manual,42601,2.77,Gurgaon,Uttar Pradesh,0,10,0
Tata,NEXON,Diesel,Manual,38714,12.31,Gurgaon,Uttar Pradesh,0,2,1
Renault,Kwid,Petrol,Manual,62135,1.95,Gurgaon,Uttar Pradesh,0,7,0
KIA,SONET,Petrol,Manual,75856,6.72,Gurgaon,Uttar Pradesh,0,5,1
Honda,BR-V,Petrol,Manual,28582,4.36,Gurgaon,Uttar Pradesh,0,9,0
Tata,NEXON,Petrol,Manual,21216,8.28,Gurgaon,Delhi,0,2,1
Maruti,Baleno,Petrol,Manual,99799,4.0,Gurgaon,Delhi,0,6,0
Nissan,Micra,Petrol,Auto,67037,3.06,Gurgaon,Uttar Pradesh,0,7,1
Hyundai,Grand i10,Petrol,Manual,69895,2.97,Gurgaon,Delhi,0,9,1
Hyundai,Grand i10,Petrol,Manual,57866,2.57,Gurgaon,Delhi,0,10,1
Hyundai,Creta,Petrol,Manual,41052,5.21,Gurgaon,Uttar Pradesh,0,9,1
Maruti,Wagon R 1.0,Petrol,Manual,115130,2.0,Gurgaon,Delhi,0,10,0
Hyundai,Elite i20,Petrol,Manual,106800,3.53,Gurgaon,Delhi,0,8,0
Hyundai,i10,Petrol,Manual,64574,1.96,Gurgaon,Delhi,0,10,0
Hyundai,Other,Petrol,Auto,52118,11.35,Gurgaon,Uttar Pradesh,0,2,1
Volkswagen,Ameo,Petrol,Manual,50872,3.5,Gurgaon,Uttar Pradesh,0,7,1
Tata,Tiago,Petrol,Manual,74312,3.81,Gurgaon,Uttar Pradesh,0,5,1
Hyundai,AURA,CNG,Manual,63088,4.91,Gurgaon,Uttar Pradesh,0,4,0
Tata,NEXON,Petrol,Manual,83627,6.35,Gurgaon,Delhi,0,4,1
Hyundai,Elite i20,Petrol,Manual,85048,4.36,Gurgaon,Uttar Pradesh,0,7,1
Ford,Ecosport,Petrol,Auto,63516,6.62,Gurgaon,Delhi,0,5,1
Maruti,Baleno,CNG,Manual,98195,3.64,Gurgaon,Delhi,0,7,0
Maruti,Baleno,Petrol,Manual,77821,4.12,Gurgaon,Delhi,0,6,0
Hyundai,Grand i10,Petrol,Manual,32374,2.86,Gurgaon,Delhi,0,8,0
Maruti,Alto 800,Petrol,Manual,68755,1.55,Gurgaon,Uttar Pradesh,0,11,0
Tata,Tiago,CNG,Manual,155791,2.13,Gurgaon,Delhi,0,8,0
Tata,PUNCH,Petrol,Manual,72028,4.66,Gurgaon,Uttar Pradesh,0,3,0
Hyundai,i10,Petrol,Manual,68309,1.06,Gurgaon,Delhi,0,13,0
Honda,City,Petrol,Manual,99788,4.08,Gurgaon,Uttar Pradesh,0,7,0
Volkswagen,Vento,Petrol,Manual,123456,1.77,Gurgaon,Haryana,0,12,1
Maruti,Swift,Petrol,Manual,66763,3.11,Gurgaon,Uttar Pradesh,0,9,0
Hyundai,AURA,CNG,Manual,61462,5.3,Gurgaon,Uttar Pradesh,0,4,0
Maruti,Swift,Petrol,Manual,111080,3.88,Gurgaon,Uttar Pradesh,0,7,0
Nissan,MAGNITE,Petrol,Manual,39901,4.15,Gurgaon,Uttar Pradesh,0,3,0
Hyundai,i10,Petrol,Manual,189882,2.14,Gurgaon,Uttar Pradesh,0,10,1
